timeindex,flag,currentBack,motorTempBack,positionBack,refPositionBack,refVelocityBack,trackingDeviationBack,velocityBack,currentFront,motorTempFront,positionFront,refPositionFront,refVelocityFront,trackingDeviationFront,velocityFront
228,0,-15,45,5.00E+00,7.00E+00,10,9,10.02076285,238,42,399.9994917,399,10,8.00058136,6
229,0,47,42,577.4999792,576.4999984,8,7.00E+00,8,126,44,971.4995747,969.4999984,6,8.000456783,8
230,0,-28,46,577.4994394,580.4999976,9,5.000519071,10,1,44,968.4991595,969.4999976,9,10.00087204,6
231,0,12,43,6.999875423,9.00E+00,5,5.00E+00,5,51,44,401.9999484,397,6,7.00E+00,8
232,0,42,42,580.4999169,578.4999968,5,9.00E+00,5,162.5,46,968.4991595,969.4999968,9,5.000830514,10
233,0,-15,47,7.999543217,7.00E+00,7,6.000456783,7,-25,48,398.9994086,398,6,6.00058136,6.979237148
234,0,-19,44,578.4999585,578.4999968,5,8.00E+00,10,124,48,973.4996785,970.4999968,10,9.000352968,6
235,1,213,40,579.4993979,579.4999976,7,5.000560597,6,-13,46,972.4995332,970.4999976,5,8.000498308,6
236,1,49,41,579.4995432,581.4999976,8,6.000415257,5,55.5,47,973.4993671,971.4999976,10,10.00066441,5.020762852
237,1,-26,41,579.499564,579.4999976,5,10.00039449,7,-9,45,972.4985366,971.4999976,9,8.001494925,6
238,1,367,44,354.5711032,361.3687778,101.6457355,9.989120265,122.7492861,370,46,749.4668624,753.2470766,107.440089,5.983888027,127.4694519
239,1,149,45,6.998380498,6.00E+00,7,6.001661028,7.979237148,-53,44,397.9994086,397,6,10.00062289,10
240,1,466,44,579.3654152,578.4822104,16.49930602,6.98646262,34.19595337,381,43,966.7420823,967.3704369,28.39435218,4.98376345,39.18603625
241,1,687,46,385.9443078,385.7702931,584.0458363,9.00E+00,585.4151535,946.5,42,767.9353597,770.72667,592.8073484,9.998671177,591.107326
242,1,138,47,5.999377114,5.00E+00,5,5.000664411,8,154,44,401.9993671,397,9,8.000622886,9.020762852
243,1,648,46,380.9446192,385.7702931,583.0458363,5.00E+00,588.4774421,957,49,762.1062707,764.8696545,596.1174417,5.00058136,591.7026825
244,1,511.5,40,548.1914019,548.3986764,382.8428315,8.983991841,402.4043753,435,42,929.3655576,932.041434,391.6574206,8.986545672,409.2628828
245,1,149,41,579.4993356,577.4999992,5,10.00062289,7,99,41,973.4995332,973.4999992,8,8.000456783,9.020762852
246,1,523,38,489.5151932,495.3340965,575.1682104,9.984510912,575.8017208,513.5,44,867.025078,874.0286218,570.4469791,7.984822355,576.5250375
247,1,131,43,581.4999169,580.4999968,10,8.00E+00,9,167,45,971.4996993,968.4999968,9,9.000332206,10
248,1,71,41,581.4988373,580.4999984,6,9.00116272,7,37.5,43,971.4993671,972.4999984,9,10.00066441,9
249,1,848,40,382.9412972,389.7702924,583.0447414,8.000352968,585.1867621,738.5,40,768.9159049,774.7266704,591.805929,7.00029068,590.8132629
250,1,57,47,579.4995432,579.4999968,5,5.000415257,6,152,44,971.4994086,973.4999968,9,8.00058136,6
251,1,52,47,9.999460166,6.00E+00,10,7.000539834,5,74,48,399.9994501,401,7,5.000539834,9
252,0,229.5,31,574.7471988,575.5781673,100.6487364,4.990241459,121.3132662,350,36,965.2054822,968.5663068,107.4421166,4.982932935,123.888092
253,0,-5,35,581.4996678,576.4999976,10,10.00033221,6,67,37,972.4992425,970.4999976,7,9.000747463,5
254,1,120,39,581.4998754,580.4999976,8,6.00E+00,7.020762852,154,42,968.4996578,973.4999976,6,5.000332206,5
255,1,134,39,479.2792473,480.6729261,27.52399228,7.000249154,13.20109449,306.5,42,767.9373114,771.7266701,49.94046886,10.00047755,26.21940286
256,1,38,36,580.4997093,580.4999984,6,7.00029068,9,71,41,971.499284,968.4999984,5,7.000705937,6
257,1,126,39,577.4997508,580.4999976,6,8.000249154,9.020762852,147,40,972.4996162,973.4999976,9,7.000373731,10
258,1,-7,41,578.498775,578.4999992,8,7.001225008,10,1,38,969.4993256,969.4999992,7,8.000664411,10
259,1,-28,42,576.4994602,577.4999984,5,7.000539834,5,-51.5,43,970.5000107,970.4999984,7,5.00E+00,8.979237148
260,1,129,39,579.4998754,576.4999968,8,8.00E+00,6.020762852,162,40,972.4996578,969.4999968,6,5.000332206,8.020762852
261,1,-7,38,576.4994602,579.4999968,8,7.000498308,9,36.5,44,968.4989934,972.4999968,6,10.00099662,6
262,1,262,40,563.9206378,564.9472859,246.9095205,4.989120265,267.3347909,584,45,948.2950343,954.8477494,251.6246751,8.979299436,268.940761
263,1,52,43,578.5,579.4999984,10,1.00E+01,7.979237148,73.5,41,972.4993671,968.4999984,10,8.000664411,10
264,1,84,40,6.999584743,9.00E+00,8,5.000415257,10,93.5,40,400.9995747,399,8,7.000456783,4.979237148
265,1,101.5,39,6.999543217,6.00E+00,8,8.000456783,10,133,45,396.9995332,397,7,10.00049831,6
266,1,43,40,577.4997508,580.4999992,8,9.000207629,10.02076285,124,44,969.4994501,971.4999992,7,7.00058136,5
267,1,115.5,45,581.4993356,579.4999968,8,9.000664411,5,76,45,971.4994501,973.4999968,10,8.000539834,10
268,1,-46,45,581.4997508,580.4999992,6,9.000249154,6.979237148,-44.5,43,971.5091672,968.4999992,7,9.990822819,7.979237148
269,1,472,43,10.03419642,9.00E+00,10,6.986130415,5.051907131,465,49,397.012946,400,9,6.987459237,9.041525705
270,1,56,40,4.999750846,6.00E+00,5,6.000249154,6,125.5,45,398.9994709,400,6,9.000519071,10
271,1,47.5,43,578.499211,576.4999968,10,7.000747463,9,37,42,969.4994917,969.4999968,9,10.00053983,9
272,0,-27,39,580.5,578.4999976,5,7.00E+00,7.020762852,171,40,968.4994086,969.4999976,5,6.00058136,8
273,0,136,38,576.5079314,581.4999976,7,7.980192239,10,279.5,41,973.1524198,973.3384541,9,8.975894329,13.03137643
274,0,321.5,39,467.9349489,474.0147065,577.1527549,9.982725307,580.3903111,781,38,844.9779395,851.1290595,577.1059685,5.982476153,578.1030143
275,0,-23,41,576.5,579.4999976,9,9,9.020762852,49,40,969.4996993,973.4999976,10,6.00029068,9
276,0,-3,39,580.4999585,578.4999984,5,9.00E+00,5,64,41,973.4996162,973.4999984,9,7.000415257,8
277,0,-16,41,580.4999585,581.4999968,10,9.00E+00,6.020762852,157,38,973.4994086,973.4999968,9,8.000622886,5
278,0,33,36,579.5,578.4999992,9,8,5,133,42,969.4996578,972.4999992,5,8.000373731,8
279,1,131.5,42,10.03199556,9.00E+00,5,4.989431708,5.020762852,246,46,402.0190295,398,7,9.984780829,7.010381426
280,1,661,42,377.0665091,382.8458563,589.4767587,9.999294063,586.256049,1042.5,46,754.2845733,761.058366,594.805929,10.0007267,590.6435449
281,1,22,46,579.4991695,580.4999992,6,10.00078899,10,40,44,970.499284,968.4999992,7,8.000705937,8
282,0,-39,35,578.5,578.4999984,8,5,8,79,35,968.4996993,972.4999984,7,5.00029068,4.979237148
283,0,-32,37,577.4999169,581.4999992,7,8.00E+00,6,46.5,36,970.4994501,971.4999992,10,8.000539834,6
284,0,69,40,577.5004568,577.4999976,9,9.992027065,10.02076285,241.5,45,972.5004468,970.4999976,7,5.982829121,5.010381426
285,0,308,41,499.3321774,504.0132773,562.0858292,9.985590581,569.1609911,360,43,873.305842,879.2087944,570.9838814,6.981230382,574.639001
286,0,27,44,581.4996263,579.4999984,7,5.000373731,8,80.5,44,971.4994086,972.4999984,7,5.00058136,8
287,0,62,42,5.02504,8.00E+00,10,8.992276219,8.041525705,92.5,44,401.02503,398,5,5.989680862,6
288,0,4,43,5.999833897,6.00E+00,9,8.000166103,7,32,42,401.9997408,400,6,7.00029068,5
289,0,-10,40,578.5,580.4999984,8,7,7.020762852,79,40,968.4994501,968.4999984,9,10.00058136,9
290,0,319,40,361.4366102,365.1948378,573.1652907,4.985590581,577.5940922,565,43,741.5366583,743.3613613,574.4474658,4.975333732,576.9332962
291,0,-20,38,576.4999585,577.4999992,5,9,9.979237148,136,41,970.5000315,970.4999992,8,9,9
292,0,-19,42,581.4999169,577.4999992,10,5.00E+00,6.958474295,132,40,969.4996578,972.4999992,5,9.000373731,6
293,0,-6,38,580.4998754,581.4999976,9,6.00E+00,6.020762852,14,43,972.4996578,972.4999976,7,6.000332206,6
294,0,-12,38,578.4998754,579.4999992,8,7.00E+00,6.979237148,62.5,40,969.4988688,968.4999992,9,9.001121194,10.02076285
295,0,-27,35,577.5,581.4999992,8,8,5,11,37,970.49999,971.4999992,9,9.00E+00,6
296,0,-33,32,577.5000415,576.4999984,7,6.00E+00,7,30,34,972.4998654,968.4999984,8,9.000166103,7
297,0,51,43,581.4996886,580.4999976,8,5.000269917,9,163,47,969.4993671,970.4999976,5,10.00066441,9
298,0,-18,43,577.4998754,581.4999992,6,9.00E+00,8,2.5,46,971.4989103,971.4999992,7,7.001121194,10
299,0,236.5,43,383.1053249,391.9445062,576.5260919,10,535.0444739,134,43,759.2170418,764.0249971,574.2329555,7.00E+00,570.9953526
300,0,-12,42,579.4999585,577.4999984,8,9.00E+00,6,249,46,972.4993256,972.4999984,8,7.000664411,5
301,0,-11,41,576.4995432,576.4999976,6,10.00045678,7.979237148,7,45,971.4994917,970.4999976,6,9.000498308,7
302,0,8,42,581.4999585,578.4999976,8,7.00E+00,10,46,44,973.4995332,972.4999976,10,10.00045678,9
303,0,40,46,577.4997508,580.4999984,10,9.000249154,10,147,44,970.4994086,969.4999984,9,5.00058136,5
304,0,-28,45,581.4999169,576.4999976,10,5.00E+00,9,59,47,971.4996162,969.4999976,9,10.00037373,5
305,0,6,44,581.4994186,578.4999984,9,8.00058136,5,33,45,969.4995747,970.4999984,6,6.000456783,10
306,0,11,45,577.4996678,581.4999992,6,7.000332206,5.979237148,91.5,47,971.4992425,969.4999992,6,9.000788988,10
307,0,20,45,8.00E+00,1.00E+01,6,1.00E+01,8,46,47,398.9999484,400,9,9.00E+00,6
308,1,130,38,7.999501692,7.00E+00,6,9.000539834,8,108,38,399.9995332,399,5,6.000456783,10
309,1,165.5,43,577.4992733,580.4999976,10,9.0007267,7,47,38,969.4993256,971.4999976,10,7.000664411,10
310,1,158,39,576.4991695,577.4999984,7,9.000788988,7,73,44,970.4995124,971.4999984,9,5.000477546,5
311,1,68,41,580.4995017,577.4999984,5,7.000456783,9,73,42,973.4994917,969.4999984,5,5.000498308,8
312,1,205,41,579.4997508,576.4999968,9,10.00020763,6.989618574,133,41,971.4996162,971.4999968,7,8.000415257,10
313,1,96,43,576.4995017,578.4999984,7,6.000456783,6,167,41,969.4994086,968.4999984,9,9.000622886,7
314,1,10,39,580.4997093,577.4999968,7,7.00029068,7,115,44,971.4994086,972.4999968,10,8.000622886,8
315,1,337.5,39,5.036085837,6.00E+00,10,6.990199934,6.010381426,325,43,399.0232444,399,7,9.983680398,8.041525705
316,1,1.5,41,581.4996263,576.4999992,5,10.00037373,6,83,42,968.4991179,970.4999992,8,10.00091357,7
317,1,822,42,381.9502252,390.7702928,587.6566139,8.00043602,587.2973426,621.5,42,765.9276151,769.7266687,590.8064968,9.000415257,588.0484205
318,1,4,43,581.4991695,580.4999976,9,6.000830514,10,48,41,969.4989103,970.4999976,10,10.00112119,7
319,1,32,40,578.4989619,576.4999968,6,6.001038143,10,-27,42,969.4991595,968.4999968,5,6.00087204,8
320,1,136,41,8.999294063,7.00E+00,6,6.000705937,8,163.5,42,401.9993256,399,7,10.00070594,8
321,1,3,36,580.4995017,578.4999968,8,10.00049831,6,-4,40,972.4991179,970.4999968,6,10.00091357,9
322,1,-12,43,581.4994186,579.4999968,6,7.000539834,8,16,43,973.4994086,968.4999968,5,6.000622886,5
323,1,-25,47,578.5006436,577.4999984,8,9.997695323,8.979237148,420,46,968.5110773,973.4999984,6,7.988912637,7
324,1,1.5,44,578.4994186,579.4999992,7,7.00058136,9,30,47,970.4991179,969.4999992,10,7.000913565,5
325,1,28,40,4.999294063,6.00E+00,7,6.000747463,7,54,42,397.9993256,397,8,7.000664411,10.01038143
326,1,115,43,576.5004983,581.4999984,5,7.988414328,9,243.5,46,973.5013811,973.4999984,8,8.98347277,9
327,1,506,43,378.0664676,378.8458538,581.4699328,7.00E+00,576.3555516,696,46,766.9374567,772.72667,581.2844287,5.000332206,575.5527987
328,1,8,45,578.4997924,576.4999968,9,6.000166103,6.031144278,215,44,969.4994501,971.4999968,10,6.000539834,6.020762852
329,1,-8.5,45,576.4983805,577.4999992,6,7.001577977,9,-55,44,968.5061358,969.4999992,7,7.993895721,8
330,0,-33,32,8.00E+00,5.00E+00,5,5,6,132,34,398.999201,398,8,10.00078899,5.010381426
331,0,-17,32,7.00E+00,9.00E+00,10,7.00E+00,5,110,38,399.0000315,401,8,9,5
332,1,37,46,580.4993771,581.4999968,9,8.000622886,6,35,47,970.4994917,969.4999968,10,6.000498308,6
333,0,165.5,34,581.4430267,581.4911008,13.24762539,9.98878806,23.59966823,467,30,971.7915199,969.1769115,6,4.98318209,12.97631836
334,0,-47,33,581.4997924,577.4999984,9,10.0001661,9,0,33,969.499201,972.4999984,5,9.000788988,9
335,0,-35,34,8.00E+00,6.00E+00,9,8.00E+00,7,60,36,401.9995332,402,10,10.00045678,6
336,1,571,47,532.7527263,536.6118633,462.2306454,8.989161791,477.9014893,394,49,908.7994579,913.0404085,463.6601252,4.982766833,485.4381725
337,0,-23.5,35,576.4998339,578.4999976,6,8.00E+00,10.06228856,242,40,971.4993879,968.4999976,9,5.000477546,8.062288557
338,0,8,42,6.00E+00,7.00E+00,5,9,8.979237148,108,40,401.9996162,397,5,7.000373731,5
339,0,117,38,12.31551606,15.24254226,236.2171443,8.00E+00,179.5253056,285,42,404.5550666,402.2800017,213.1473851,9.000373731,151.7933655
340,0,-17,44,576.4999585,578.4999984,9,1.00E+01,5.979237148,56,44,970.4993256,970.4999984,10,8.000664411,7
341,0,-23,38,579.4999169,577.4999976,10,5.00E+00,7.041525705,8,37,969.4989103,968.4999976,8,8.001079668,5
342,0,32,36,581.4997508,577.4999968,6,8.000249154,8,110,40,968.4994501,969.4999968,8,5.000539834,8
343,0,33,38,579.4997924,577.4999984,8,8.000207629,9,65,43,968.4995332,973.4999984,7,6.000456783,8
344,0,-4,36,580.4999585,580.4999984,6,9,5.020762852,29,41,972.49999,970.4999984,6,6.00E+00,10.02076285
345,0,-22,40,9.00E+00,8.00E+00,8,8,9,88,38,397.9990556,398,7,5.000975854,9
346,0,514.5,42,260.9714788,268.642428,583.0441737,5.00E+00,590.2905764,924,43,652.6075777,661.3234797,593.1174417,9.000332206,595.616248
347,0,8,43,8.999460166,1.00E+01,6,10.00053983,10,23.5,42,401.9993463,397,7,9.000643648,6
348,0,9,47,579.4999169,581.4999968,5,7.00E+00,6,233.5,49,970.4994501,969.4999968,10,9.00058136,6
349,0,2,45,578.4998754,579.4999976,7,9.00E+00,4.979237148,72,48,973.4996162,968.4999976,9,6.000415257,8
350,0,8,42,578.5,576.4999992,7,6.00E+00,6,104,45,970.4996993,972.4999992,5,9.00029068,8.989618574
351,0,529.5,46,383.9341547,387.7702928,585.0438087,5.000124577,589.2386693,767,48,759.0764553,766.8696553,596.1185772,10.00041526,592.4259992
352,0,7,42,577.5000415,576.4999992,5,8.00E+00,9,47,44,973.49999,973.4999992,9,9.00E+00,9
353,0,-7,45,579.4994602,576.4999976,6,6.000539834,8,16,47,973.4990764,973.4999976,10,10.00095509,8
354,0,6,42,580.5,576.4999992,6,8.00E+00,10,90,42,969.4997408,972.4999992,10,7.00029068,10
355,0,-7,42,581.5000415,580.4999968,7,5.00E+00,5.062288557,70,47,969.4997408,970.4999968,10,5.00029068,9
356,0,238,41,539.4624962,546.8887934,413.7338477,5.988871111,427.4202292,566,44,920.6838446,926.5568193,418.6640286,5.978842654,435.9050053
357,0,3,42,577.5,577.4999976,8,6.00E+00,9,59,47,972.4994501,973.4999976,6,7.00058136,9.989618574
358,0,-6,43,578.4999169,578.4999992,6,9.00E+00,5,108,45,968.4996993,970.4999992,5,5.00029068,7
359,0,-14,42,577.4999377,579.4999976,9,9.00E+00,7.979237148,52,43,973.4996162,972.4999976,9,10.00037373,6
360,0,32,43,581.5,578.4999992,10,1.00E+01,5,100,42,970.4998239,969.4999992,8,8.000166103,7
361,0,-22,44,578.4999585,578.4999976,9,8,10,179,44,968.499284,968.4999976,5,9.000705937,5
362,0,24,41,577.4997508,578.4999968,5,6.000207629,5,51,42,969.4996162,968.4999968,6,6.000373731,9
363,0,11,43,577.4995847,579.4999968,9,9.000373731,9,47,44,969.4996162,968.4999968,6,8.000415257,10
364,0,43,46,7.999667794,1.00E+01,7,6.00029068,5,143,45,401.9993671,401,10,5.000622886,10
365,0,217,45,557.0877493,563.607578,304.0305602,4.988705008,323.4949232,555.5,46,940.0320212,943.041899,308.5903178,7.981126567,327.5299149
366,0,159,43,579.726127,579.0775916,46.64842131,8.990573665,61.94888851,246,46,967.6847548,969.563964,48.78870437,5.984967695,70.37160819
367,0,-21,47,577.5,580.4999984,9,8,6.010381426,125,46,971.4997408,971.4999984,9,6.000249154,7
368,0,1,42,6.999750846,7.00E+00,6,5.000249154,10,35,46,400.9997823,397,10,10.00024915,8
369,0,48,46,579.4999792,579.4999984,6,5.00E+00,8.020762852,151,45,970.4996578,970.4999984,9,5.000373731,6.020762852
370,0,-5,47,576.4996263,580.4999976,7,10.00033221,6,52.5,46,968.4991595,971.4999976,9,8.00087204,6
371,0,9,43,579.5000415,577.4999976,9,8.00E+00,9,51,45,973.49999,971.4999976,8,8,6
372,0,10,43,8.00E+00,5.00E+00,10,5,8,118,47,398.9997201,398,7,7.000269917,5
373,0,-11,45,577.5,579.4999976,8,9,5,201,46,968.4994501,972.4999976,6,6.000539834,5
374,0,-12.5,45,578.4994602,576.4999992,5,10.00049831,6,21,42,970.4994917,971.4999992,7,7.000498308,10
375,0,22,44,577.5000831,576.4999992,9,1.00E+01,5,137,43,973.4998654,971.4999992,5,8.000124577,9
376,0,-4,41,581.4999585,580.4999976,7,6.00E+00,5,97,46,968.4991179,971.4999976,8,8.00087204,7
377,0,-18,40,578.4999585,578.4999968,8,7.00E+00,5.968855722,69,44,969.4996993,969.4999968,8,7.00029068,9
378,0,-21,46,580.4999585,581.4999992,7,7.00E+00,9.979237148,73,46,971.4991595,968.4999992,9,7.00087204,8
379,0,-9,38,581.4998962,578.4999976,7,10.00010381,7,10,44,971.4996578,969.4999976,7,9.000332206,9
380,0,17,38,579.5000415,577.4999976,6,9.00E+00,7,87,41,969.4996993,970.4999976,5,7.00029068,9
381,0,61,41,9.999667794,5.00E+00,9,5.000332206,6,138,40,400.9995747,398,6,6.000456783,8
382,0,-11,45,579.4999377,579.4999976,6,9.00E+00,7,50,46,968.4996993,970.4999976,10,10.00033221,8
383,0,-16,44,576.4999585,580.4999976,8,7,8,22,45,973.4990764,972.4999976,5,7.000955091,8
384,0,58,45,578.4998339,579.4999984,9,8.000124577,9,193,44,970.4995955,968.4999984,6,10.00043602,6
385,0,-8,41,581.4999169,581.4999976,6,6.00E+00,8,280,47,971.4994086,969.4999976,8,8.000622886,6
386,0,-2.5,41,578.4996263,580.4999976,5,8.000332206,5,36,46,972.4991595,970.4999976,10,8.00087204,9
387,0,187.5,45,512.5433519,515.9317912,527.0567542,8.985590581,544.3942915,459,42,888.2925714,894.9955816,533.1941581,7.978821891,543.4638105
388,0,64,45,4.99970932,5.00E+00,8,7.000249154,9,173,46,397.9994086,398,7,7.00058136,7
389,0,-24,43,581.4999169,578.4999976,6,6.00E+00,5,46,48,973.4996578,969.4999976,9,7.000373731,7.020762852
390,0,44,42,580.5,577.4999984,7,1.00E+01,7,214,47,972.4994501,971.4999984,8,10.00058136,9
391,1,505.5,44,385.9424599,385.7702928,578.3206532,7.000332206,578.1962149,772,49,759.1081394,765.8696553,576.1059685,10.00053983,579.4627489
392,1,35,43,577.499211,580.4999984,9,6.000747463,7,7,46,970.4994917,973.4999984,10,10.00049831,7
393,1,122,46,9.998629652,9.00E+00,10,8.001370348,6,-47,45,396.9994086,401,8,10.00058136,10
394,0,22,37,9.00E+00,5.00E+00,5,10,6.020762852,171.5,36,400.9995332,398,5,8.000498308,10
395,0,-30,36,579.4999169,577.4999984,6,8.00E+00,4.979237148,72,37,970.4999484,969.4999984,9,9.00E+00,8
396,0,739.5,35,329.3016078,330.404559,625.6527846,7.00E+00,632.6296474,877,37,703.0195144,708.4287337,642.6251187,9.990698242,653.0709076
397,0,-24,36,576.4999585,576.4999984,7,6.00E+00,9.979237148,69,36,968.499284,968.4999984,8,9.000705937,10
398,0,8,37,4.999584743,7.00E+00,7,5.000415257,9,54,41,396.9994501,402,10,5.000539834,7
399,0,-28,36,577.4998962,579.4999976,6,8.000103814,7.979237148,4,36,973.4996993,969.4999976,5,8.00029068,5.979237148
400,0,-4,36,578.5,579.4999984,6,5,10.02076285,58,41,972.4994501,969.4999984,8,7.000539834,7
401,0,-21,39,577.5,579.4999968,5,7,7,58,41,971.4996993,973.4999968,6,10.00029068,5
402,0,35,36,580.4999585,579.4999976,10,6,9.020762852,136,39,969.4996578,970.4999976,8,6.000311443,6.020762852
403,0,-19,41,580.4999585,580.4999984,5,9.00E+00,8,201,42,969.4994917,970.4999984,8,5.000539834,10
404,0,-23,38,580.4998754,579.4999968,5,5.000124577,9,-8.5,41,972.4991179,969.4999968,5,5.000913565,5
405,0,-18,37,7.003737313,7.00E+00,10,9.996262687,8.979237148,8,39,398.007693,398,5,8.992608425,8
406,1,77,40,578.5000415,579.4999976,9,7.00E+00,6,226.5,44,970.5015264,972.4999976,7,4.998463549,10
407,1,21,47,580.4987542,581.4999984,9,9.001204245,9,-15,44,970.4995332,973.4999984,9,7.000498308,10
408,1,504,46,363.4357382,366.1948378,244.9054653,6.987583814,266.9369136,430,49,740.5108916,743.3613613,250.6256889,6.984303284,268.3905454
409,0,6,39,5.999626269,5.00E+00,7,7.000332206,9,111,39,396.999201,401,9,8.000830514,5.020762852
410,0,129,43,374.0724473,380.8458563,322.6050636,9,254.4482901,336,43,766.9253312,773.7266704,312.5674472,10.00037373,242.8348574
411,1,14,44,6.999377114,9.00E+00,9,8.000664411,6,66.5,42,399.9991179,399,7,5.000913565,9
412,1,8,40,579.4994186,581.4999992,8,9.00058136,7,17.5,42,972.5027099,969.4999992,8,6.997321592,6
413,1,136,44,6.00E+00,9.00E+00,10,8.000124577,6.020762852,158,41,397.9996993,398,9,8.000332206,7
414,1,67.5,45,580.4988996,577.4999976,10,8.001100431,5.989618574,48,42,968.499284,973.4999976,9,8.000705937,8
415,1,-16.5,38,576.5006021,579.4999968,8,5.994144876,4.989618574,635.5,41,972.5079421,968.4999968,9,8.991881725,5.020762852
416,1,116,43,576.4992525,579.4999984,5,6.000705937,9,151,45,970.499284,968.4999984,9,5.000747463,8
417,1,714,44,339.6776406,348.585297,588.0441737,6.994518607,590.9757505,931,48,734.6010974,735.4756457,597.1174417,9.000249154,593.3670938
418,1,49,43,580.4994186,577.4999976,7,9.000539834,5,62.5,49,970.4995332,973.4999976,5,5.000456783,5
419,1,112,43,579.4995847,581.4999968,7,10.00037373,8,112,49,971.4994501,968.4999968,6,6.000539834,8
420,1,421,45,364.4381466,369.1948378,132.4938533,7.989493997,149.8001317,783.5,49,738.5172035,747.3613613,134.3152958,4.992525373,155.4785396
421,0,-40,34,576.4998754,580.4999984,5,8.00E+00,6.020762852,21,32,971.4996578,973.4999984,6,9.000332206,8
422,0,-41,32,576.4999585,579.4999968,10,1.00E+01,5.979237148,39,32,970.4994501,972.4999968,9,8.000539834,9
423,0,-36,33,577.5000415,576.4999968,8,1.00E+01,10.04152571,135,33,971.4996162,971.4999968,9,5.000373731,7
424,0,-47,31,578.5047755,577.4999968,9,4.995224544,8.937711443,-24,33,971.5104337,971.4999968,10,6.989556285,8.948092869
425,1,18,44,580.4993356,580.4999976,7,6.000664411,9,39,42,971.4992425,968.4999976,5,5.000788988,7
